index,Unnamed: 0,timestamp,fps,fails,edge_preprocess_time,edge_inf_time,mobile_preprocess_time,mobile_inf_time,comm_time,end_to_end_latency,jpeg_compression,type,other_clients,position,energon_gpu_in_power_mW,energon_network_metrics_wlan0_rx_errors,energon_gpu_total_usage_percentage,energon_network_metrics_wlan0_tx_packets,energon_network_metrics_wlan0_rx_dropped,energon_network_quality_wlan0_bit_rate_Mbs,energon_network_metrics_wlan0_rx_bytes,energon_cpu_in_power_mW,energon_ram_used_percentage,energon_total_in_power_mW,energon_cpu_total_usage_percentage,energon_network_quality_wlan0_signal_level_dBm,energon_network_metrics_wlan0_rx_packets,energon_network_metrics_wlan0_tx_bytes,energon_network_metrics_wlan0_tx_errors,energon_network_quality_wlan0_link_quality_x_over_70,energon_network_metrics_wlan0_tx_dropped
48.0,48,1691100544.995274,8.772103396606054,0.0,0.0006844997406005,0.0240335464477539,0.0254545211791992,0.0016424655914306,0.06,0.0907245254516601,-1,split,30,1,676.0,0.0,0.0,8890.0,0.0,144.4,597134.0,2957.0,12.889626451336976,5409.0,59.14786967418546,-42.0,6073.0,7236348.0,0.0,68.0,0.0
49.0,49,1691100545.0654695,8.83797823266874,0.0,0.0004565715789794,0.0197625160217285,0.0219907760620117,0.001410961151123,0.07,0.09829074859619141,-1,split,30,1,676.0,0.0,0.0,8890.0,0.0,144.4,597134.0,2957.0,12.889626451336976,5409.0,59.14786967418546,-42.0,6073.0,7236348.0,0.0,68.0,0.0
50.0,50,1691100545.149537,9.067304257880746,0.0,0.0004773139953613,0.0197436809539794,0.0220911502838134,0.0014100074768066,0.09,0.1169591808319092,-1,split,30,1,676.0,0.0,0.0,8890.0,0.0,144.4,597134.0,2957.0,12.889626451336976,5409.0,59.14786967418546,-42.0,6073.0,7236348.0,0.0,68.0,0.0
51.0,51,1691100545.2633991,9.298570744994594,0.0,0.0005395412445068,0.0212070941925048,0.0402207374572753,0.001688003540039,0.07,0.11556775093078611,-1,split,30,1,153.0,0.0,48.8,9090.0,0.0,144.4,615078.0,2683.0,12.901057793317394,4331.0,63.54679802955665,-54.0,6184.0,7428695.0,0.0,56.0,0.0
52.0,52,1691100545.5586395,8.972295444377796,0.0,0.0003247261047363,0.0206677913665771,0.0265164375305175,0.0014162063598632,0.07,0.10579783439636231,-1,split,30,1,153.0,0.0,48.8,9090.0,0.0,144.4,615078.0,2683.0,12.901057793317394,4331.0,63.54679802955665,-54.0,6184.0,7428695.0,0.0,56.0,0.0
53.0,53,1691100545.9185617,8.71871482593906,0.0,0.0003306865692138,0.020303726196289,0.0345339775085449,0.0017540454864501,0.06,0.10440546035766601,-1,split,30,1,153.0,0.0,48.8,9090.0,0.0,144.4,615078.0,2683.0,12.901057793317394,4331.0,63.54679802955665,-54.0,6184.0,7428695.0,0.0,56.0,0.0
54.0,54,1691100545.9920917,9.112107787980086,0.0,0.000490665435791,0.0193948745727539,0.0234556198120117,0.001523733139038,0.07,0.10250193595886231,-1,split,30,1,153.0,0.0,48.8,9090.0,0.0,144.4,615078.0,2683.0,12.901057793317394,4331.0,63.54679802955665,-54.0,6184.0,7428695.0,0.0,56.0,0.0
55.0,55,1691100546.0712402,9.13194034163133,0.0,0.0004315376281738,0.0206348896026611,0.0219027996063232,0.0015089511871337,0.06,0.0875421142578125,-1,split,30,1,153.0,0.0,48.8,9090.0,0.0,144.4,615078.0,2683.0,12.901057793317394,4331.0,63.54679802955665,-54.0,6184.0,7428695.0,0.0,56.0,0.0
56.0,56,1691100546.6361525,8.881970453909084,0.0,0.0005156993865966,0.0203051567077636,0.0255665779113769,0.0015187263488769,0.07,0.1019511890411377,-1,split,30,1,940.0,0.0,99.7,9364.0,0.0,144.4,637948.0,2714.0,12.781422886729196,5447.0,58.10473815461346,-45.0,6316.0,7694861.0,0.0,65.0,0.0
57.0,57,1691100546.7265527,8.909043444043773,0.0,0.0004208087921142,0.0196948051452636,0.0243492126464843,0.0014455318450927,0.07,0.10356146812438971,-1,split,30,1,940.0,0.0,99.7,9364.0,0.0,144.4,637948.0,2714.0,12.781422886729196,5447.0,58.10473815461346,-45.0,6316.0,7694861.0,0.0,65.0,0.0
